Index,Position,High Score,High Rebound,High Assist,High Steal,High Free Throws,High Three Pointers,High Block,Total Games,Total Points,Hall Of Famer,Points,Assists,Rebound,Height,Weight,Country,Previous Team,Birthdate,Total Awards,Draft Year,Draft Round,Draft Pick
3688,1,18,16,3,2,6,0,6,1156,6249,False,5.4,0.6,5.8,2.16,107.0,72,122,1955,2,1977,1,14
3689,6,8,1,4,0,3,0,0,291,1731,False,5.9,3.5,1.3,1.85,79.0,72,607,1958,0,1980,7,141
3690,6,44,18,21,6,12,3,2,957,9337,False,9.8,7.9,4.5,1.85,82.0,72,274,1986,7,2006,1,21
3691,1,10,7,2,2,4,0,2,749,4676,False,6.2,0.8,3.8,2.08,118.0,72,19,1969,0,1992,2,30
3692,6,44,11,12,4,19,5,3,699,12382,False,5.6,1.7,1.5,1.91,91.0,72,324,1988,14,2008,1,1
3693,7,40,9,10,4,11,4,2,923,13220,False,14.3,3.8,3.5,2.03,98.0,72,330,1973,4,1994,1,13
3694,3,28,14,4,4,15,1,2,813,5003,False,6.2,0.8,4.1,2.01,116.0,72,162,1974,0,1996,2,44
3696,6,2,0,1,0,0,0,0,51,150,False,2.9,0.5,0.0,1.78,75.0,72,517,1918,0,-1,-1,-1
3697,3,4,0,0,0,2,0,0,82,342,False,4.2,0.4,1.8,1.93,86.0,72,380,1933,0,1957,1,6
3698,3,0,0,0,0,0,0,0,60,382,False,6.4,0.6,0.0,1.93,84.0,72,120,1920,0,-1,-1,-1
3699,3,21,0,2,0,7,0,0,85,575,False,6.8,2.0,4.1,1.96,93.0,72,401,1933,0,1954,1,4
3700,0,18,5,4,2,3,0,3,458,1863,False,4.1,0.9,2.1,1.98,88.0,72,503,1981,0,-1,-1,-1
3701,7,24,8,3,2,6,5,2,733,8047,False,8.3,1.5,2.4,2.01,93.0,72,607,1991,0,2012,1,8
3702,3,0,0,0,0,0,0,0,42,81,False,1.9,0.5,2.9,2.11,116.0,72,544,1967,0,1989,2,41
3703,3,2,0,0,1,0,0,0,160,751,False,4.7,1.2,1.3,2.03,96.0,72,637,1963,0,1985,4,82
3704,1,11,0,0,0,1,0,0,131,709,False,5.4,0.7,0.0,2.01,98.0,72,298,1921,0,1947,-1,-1
3705,6,4,0,2,0,1,0,0,100,540,False,5.4,1.4,0.0,1.78,82.0,72,306,1919,0,-1,-1,-1
3706,3,29,20,7,3,10,1,4,746,11318,False,15.2,2.2,9.7,2.03,93.0,72,108,1953,10,1975,2,28
3707,3,14,0,0,0,1,0,0,151,617,False,4.1,0.3,0.0,1.96,88.0,72,271,1923,0,-1,-1,-1
3709,3,33,0,8,3,9,0,3,590,6873,False,11.6,1.6,7.2,2.01,102.0,72,577,1949,0,1971,1,11
3710,1,0,0,0,0,0,0,0,23,57,False,2.5,0.2,1.5,2.03,113.0,72,448,1961,0,1984,4,86
3712,3,0,0,0,0,0,0,0,82,457,False,5.6,0.6,3.3,2.06,100.0,72,385,1965,0,1987,2,34
3713,6,42,7,5,3,13,2,3,326,6136,False,18.8,4.7,4.3,1.98,96.0,72,607,1984,13,2006,1,6
3714,3,14,8,3,1,6,0,2,504,3161,False,6.3,1.0,2.8,2.03,99.0,72,401,1966,0,1987,3,52
3715,6,0,0,0,0,0,0,0,42,197,False,4.7,2.0,0.0,1.78,70.0,72,257,1927,0,1949,-1,-1
3716,0,0,0,0,0,0,0,0,173,827,False,4.8,0.6,5.2,2.11,111.0,72,304,1972,0,1994,1,16
3717,6,29,9,11,3,6,7,1,540,7368,False,21.1,5.1,4.1,1.85,86.0,72,304,1994,1,2015,1,16
3718,6,26,12,11,4,6,5,1,698,7570,False,5.2,3.5,2.1,1.88,86.0,62,188,1990,4,2009,1,5
3720,6,8,1,9,2,2,1,0,239,816,False,3.4,2.2,0.8,1.88,82.0,72,605,1962,0,1985,4,83
3721,3,0,0,0,0,0,0,0,58,184,False,3.2,0.6,2.9,2.01,104.0,72,321,1955,0,1978,2,32
3722,3,0,0,0,0,0,0,0,146,480,False,3.3,0.6,0.6,2.08,103.0,16,655,1986,0,-1,-1,-1
3723,3,0,0,0,0,0,0,0,131,822,False,6.3,0.5,3.1,1.98,93.0,72,501,1940,0,1962,2,9
3724,4,9,8,3,2,5,0,2,414,716,False,1.7,0.6,3.9,2.03,112.0,72,575,1977,0,1999,2,32
3725,6,4,1,1,1,1,1,0,110,1011,False,9.2,2.9,1.4,1.85,90.0,72,235,1970,0,-1,-1,-1
3726,1,0,2,0,0,0,0,0,52,109,False,2.1,0.2,0.9,2.08,102.0,72,67,1948,0,1970,2,28
3727,3,3,0,0,0,1,0,0,114,398,False,3.5,0.4,2.5,2.06,100.0,72,398,1938,0,1959,2,9
3728,1,33,20,10,4,15,0,2,332,5763,False,17.4,3.0,10.2,2.08,109.0,72,261,1958,7,1980,2,25
3729,1,0,0,0,0,0,0,0,403,7007,False,17.4,1.5,8.3,2.06,100.0,72,130,1944,1,1967,2,19
3730,6,6,0,1,0,2,0,0,95,271,False,2.9,0.7,0.0,1.78,75.0,72,543,1923,0,-1,-1,-1
3732,7,15,7,2,1,1,3,1,481,3250,False,6.8,1.0,2.9,1.98,102.0,72,271,1985,0,2008,1,13
3733,0,18,3,3,3,2,6,1,346,2213,False,6.4,1.0,1.7,1.98,98.0,72,343,1980,0,2002,1,20
3734,1,32,0,13,0,14,0,0,963,14522,True,15.1,4.3,22.5,2.08,98.0,72,471,1934,24,1956,1,2
3735,0,29,12,5,4,9,5,2,841,6663,False,7.9,1.3,3.5,2.01,102.0,72,297,1970,0,1993,2,45
3736,3,32,11,6,2,13,0,2,566,8953,False,15.8,3.0,4.8,2.03,98.0,72,330,1952,0,1974,1,8
3737,3,40,9,7,3,7,0,1,817,12377,False,15.1,2.2,3.8,1.96,99.0,72,330,1944,1,1966,1,1
3738,6,31,7,10,3,5,5,1,495,8767,False,17.8,6.2,3.0,1.93,88.0,72,405,1996,2,2015,1,2
3739,6,0,0,0,0,0,0,0,23,74,False,3.2,0.7,0.7,1.91,82.0,72,155,1949,0,1972,3,35
3741,6,0,0,0,0,0,0,0,28,84,False,3.0,2.1,0.9,1.83,77.0,72,266,1982,0,1982,4,78
3742,3,0,0,0,0,0,0,0,35,125,False,3.6,0.5,0.8,1.98,98.0,72,547,1997,0,-1,-1,-1
3743,1,27,15,8,3,16,3,4,470,5629,True,12.0,2.1,7.3,2.21,132.0,40,452,1964,7,1986,1,24
3744,4,24,16,8,3,8,1,2,494,7471,False,19.1,7.3,12.3,2.16,109.0,40,222,1996,5,2016,1,11
3745,1,0,1,0,1,0,0,0,189,787,False,4.2,0.7,3.1,2.13,122.0,13,222,1989,0,2012,2,60
3746,1,26,0,2,0,14,0,0,229,3579,False,15.6,1.8,0.0,1.96,109.0,72,479,1917,1,-1,-1,-1
3747,6,13,0,0,0,3,0,0,276,3480,False,12.6,2.8,2.0,1.78,79.0,72,647,1922,1,-1,-1,-1
3748,2,23,13,4,3,9,0,6,748,5228,False,7.0,1.2,4.5,2.11,116.0,72,220,1964,0,1986,1,11
3749,0,35,6,7,6,10,5,3,895,8292,False,9.3,2.4,2.9,1.98,95.0,72,328,1979,0,2002,1,26
3750,0,0,0,0,0,0,0,0,39,42,False,1.1,0.3,1.2,2.13,105.0,72,380,1970,0,-1,-1,-1
3751,1,0,0,0,0,0,0,0,47,68,False,1.4,0.1,1.6,2.08,109.0,42,581,1978,0,2000,2,36
3752,3,0,0,0,0,0,0,0,43,207,False,9.9,2.1,4.3,2.08,103.0,16,581,2000,0,2019,1,19
3753,0,0,0,0,0,0,0,0,22,22,False,1.0,0.0,1.4,2.16,111.0,57,604,1984,0,2006,2,51
3754,6,0,0,0,0,0,0,0,14,71,False,5.1,0.7,1.1,1.96,83.0,72,300,1997,0,2018,-1,-1
3755,3,10,6,2,1,0,0,0,236,1233,False,5.2,0.7,2.7,2.01,97.0,72,515,1993,0,-1,-1,-1
3756,4,0,0,0,0,0,0,0,72,142,False,2.0,0.4,3.4,2.11,107.0,72,84,1983,0,2002,2,46
3757,1,33,24,10,4,10,1,5,456,7039,True,15.4,2.3,8.8,2.24,103.0,72,596,1960,11,1983,1,1
3759,6,0,0,0,0,0,0,0,38,20,False,0.5,1.3,0.6,1.93,88.0,2,543,1977,1,-1,-1,-1
3761,3,2,0,0,0,0,0,0,55,112,False,2.0,0.5,1.9,2.03,102.0,72,218,1966,0,1989,1,20
3762,0,16,11,2,2,2,0,3,238,1520,False,6.4,0.7,5.7,2.11,104.0,72,597,1988,0,2010,1,15
3763,0,0,0,0,0,0,0,0,16,41,False,2.6,0.2,1.4,1.96,95.0,72,410,1981,0,-1,-1,-1
3764,3,20,8,6,4,6,1,2,648,5162,False,8.0,1.4,3.0,1.98,95.0,72,577,1960,0,1982,4,74
3765,3,28,0,6,0,7,0,0,916,8766,False,9.6,1.1,6.3,1.98,95.0,72,374,1938,1,1960,1,8
3766,1,2,5,0,0,0,0,2,122,417,False,3.4,0.3,2.1,2.16,116.0,52,528,1976,2,-1,-1,-1
3768,3,0,0,0,0,0,0,0,33,96,False,2.9,0.2,2.3,2.06,98.0,72,306,1960,0,1982,2,38
3769,4,27,10,5,4,8,4,1,413,4542,False,6.4,1.3,3.6,2.08,102.0,16,15,1994,0,2014,1,12
3770,1,0,0,0,0,0,0,0,31,189,False,4.0,0.4,3.4,2.11,109.0,26,274,1999,0,-1,-1,-1
3771,3,0,0,0,0,0,0,0,14,30,False,2.1,0.3,1.1,2.01,102.0,72,554,1974,0,1996,2,41
3772,6,3,3,1,1,0,1,1,82,204,False,2.5,0.8,2.3,1.98,91.0,72,503,1979,0,2001,1,22
3773,6,5,4,2,1,2,0,0,388,2676,False,6.9,4.1,2.9,2.01,95.0,18,188,1991,0,2012,2,32
3774,6,0,0,0,0,0,0,0,75,321,False,4.3,2.3,1.3,1.88,77.0,72,119,1981,0,2001,2,53
3775,6,18,0,8,0,6,0,0,384,2152,False,5.6,1.6,2.0,1.88,84.0,72,479,1924,0,1949,1,10
3776,3,26,0,4,0,5,0,0,462,4930,False,10.7,1.1,7.8,2.01,100.0,72,552,1934,1,1957,8,60
3777,3,7,0,2,0,4,0,0,210,1107,False,5.3,1.1,3.0,2.01,95.0,72,539,1951,0,1974,2,31
3778,3,0,0,0,0,0,0,0,17,54,False,3.2,0.8,1.8,1.91,93.0,72,287,1928,0,1951,2,14
3779,6,0,0,0,0,0,0,0,27,83,False,3.1,0.8,0.9,1.98,102.0,58,235,1976,0,-1,-1,-1
3780,3,0,0,0,0,0,0,0,33,217,False,6.6,0.8,3.8,1.96,88.0,72,577,1928,0,1950,-1,-1
3781,3,17,4,2,1,2,4,2,520,1594,False,3.1,0.8,2.0,2.06,107.0,72,501,1978,0,2001,2,34
3783,3,0,0,0,0,0,0,0,49,224,False,4.6,0.2,2.9,2.03,94.0,72,300,1958,0,1980,2,36
3786,6,19,0,3,0,8,0,0,123,932,False,7.6,3.2,0.0,1.83,79.0,72,256,1919,0,-1,-1,-1
3789,3,9,0,0,0,3,0,0,52,103,False,2.0,0.4,0.0,1.88,78.0,72,479,1917,0,-1,-1,-1
3790,3,0,0,0,0,0,0,0,34,115,False,3.4,1.1,0.0,1.96,91.0,72,518,1927,0,1949,-1,-1
3791,3,33,0,4,0,11,0,0,334,4070,False,12.2,2.9,6.0,1.96,93.0,72,617,1925,1,1949,-1,-1
3792,1,33,14,5,2,13,0,5,1138,8780,False,7.7,1.1,5.0,2.11,118.0,72,539,1959,0,1981,1,13
3793,3,40,0,9,0,16,0,0,996,18438,True,18.5,3.1,12.1,2.03,88.0,72,374,1928,0,1948,1,4
3794,6,0,0,0,0,0,0,0,54,435,False,8.1,2.0,0.0,1.83,79.0,72,298,1919,0,-1,-1,-1
3795,0,6,4,1,1,4,0,0,174,331,False,1.9,0.1,1.0,2.06,113.0,72,448,1967,0,1990,2,39
3796,1,5,2,0,1,2,0,0,39,52,False,1.3,0.3,1.9,2.11,109.0,72,448,1954,0,1977,6,117
3797,6,2,0,0,0,1,0,0,73,208,False,2.8,0.8,1.0,1.91,93.0,72,448,1944,0,1966,1,10
3798,1,5,4,0,0,3,0,0,31,55,False,1.8,0.3,1.7,2.16,120.0,72,220,1981,0,-1,-1,-1
3799,1,0,0,0,0,0,0,0,32,115,False,3.6,0.7,2.4,2.06,96.0,72,298,1929,0,1950,-1,-1
3800,1,10,6,2,1,2,0,3,217,587,False,2.7,0.4,2.5,2.18,129.0,72,196,1968,0,1990,1,24
3801,1,6,0,2,0,3,0,0,586,3130,False,5.3,1.6,5.2,2.08,102.0,72,130,1945,0,1967,6,63
3802,3,14,0,0,0,4,0,0,43,275,False,6.4,1.5,0.0,1.93,84.0,72,271,1923,0,-1,-1,-1
3803,3,18,0,2,0,10,0,0,364,3028,False,8.3,1.3,3.8,1.96,91.0,72,405,1928,0,1950,1,4
3804,3,11,7,2,2,4,2,2,290,1491,False,5.1,0.6,2.5,2.08,95.0,72,547,1960,0,1982,2,45
3805,3,0,0,0,0,0,0,0,108,400,False,4.2,0.8,1.7,1.96,109.0,74,544,1997,0,2019,2,42
3807,1,6,0,0,0,4,0,0,103,616,False,6.0,0.9,0.0,2.01,104.0,72,588,1922,0,-1,-1,-1
3808,3,29,16,9,3,13,4,3,1136,15761,False,13.9,3.4,6.2,2.08,107.0,72,607,1963,5,1985,1,8
3809,6,30,8,11,3,7,5,2,688,9636,False,12.6,4.5,2.5,1.85,78.0,29,64,1993,1,2013,1,17
3810,3,18,0,2,0,5,0,0,173,913,False,5.3,1.7,3.1,1.98,91.0,72,229,1922,0,-1,-1,-1
3811,3,14,0,3,0,7,0,0,205,1141,False,5.6,1.0,0.0,1.88,87.0,72,637,1917,0,-1,-1,-1
3812,6,0,0,0,0,0,0,0,22,57,False,2.6,0.8,1.0,1.98,95.0,72,457,1960,0,1982,6,138
3813,0,24,14,4,2,8,1,2,743,8882,False,12.0,1.6,6.7,2.06,109.0,2,542,1980,4,2002,2,55
3814,6,27,0,4,0,13,0,0,534,6014,False,11.3,2.6,2.7,1.8,82.0,72,471,1922,2,-1,-1,-1
3815,3,12,7,6,4,6,1,5,627,3088,False,4.9,1.4,3.2,2.01,84.0,72,414,1955,0,1977,7,136
3816,4,0,0,0,0,0,0,0,16,19,False,1.2,0.2,0.6,2.08,113.0,72,456,1971,0,-1,-1,-1
3817,6,35,11,7,7,10,5,2,1073,15097,False,14.1,2.5,2.8,1.93,93.0,72,20,1961,2,1983,1,4
3818,6,31,11,8,5,10,0,2,560,10037,True,17.9,4.8,3.6,1.96,79.0,72,380,1948,2,1970,7,106
3819,3,25,7,5,4,4,7,2,629,8094,False,12.9,2.1,2.8,2.03,104.0,72,220,1968,4,1990,1,4
3821,3,20,9,2,2,4,5,1,555,3736,False,6.7,0.9,3.1,2.01,108.0,72,596,1988,0,2012,2,43
3822,3,34,0,6,0,8,0,0,684,10184,False,14.9,2.4,10.5,2.06,98.0,72,440,1938,0,1961,1,4
3825,6,0,1,0,0,0,0,0,24,97,False,6.5,0.5,3.0,1.96,100.0,72,269,2000,0,2020,2,55
3826,3,10,8,2,2,2,1,3,180,847,False,4.7,1.1,2.9,2.01,85.0,72,298,1962,0,1985,2,37
3828,3,28,11,2,3,8,0,2,235,2422,False,10.3,1.2,4.6,2.03,95.0,72,649,1953,0,1975,2,21
3830,7,23,6,4,1,7,1,1,493,4955,False,10.1,1.7,3.2,2.03,91.0,72,515,1970,0,1992,1,14
3832,3,18,0,1,0,8,0,0,529,7355,False,13.9,1.6,7.8,2.06,90.0,72,474,1933,0,1955,1,4
3833,6,0,0,0,0,0,0,0,61,320,False,5.2,2.3,0.0,1.91,86.0,72,392,1923,0,-1,-1,-1
3834,5,19,9,6,6,5,4,2,869,4994,False,5.7,1.4,3.7,1.98,98.0,66,16,1984,1,2006,1,13
3835,1,26,20,4,2,14,0,5,678,9991,False,14.7,1.3,9.5,2.11,115.0,72,539,1965,3,1988,1,9
3836,3,0,0,0,0,0,0,0,13,42,False,3.2,1.8,0.0,1.91,89.0,72,637,1926,0,1947,1,2
3837,0,0,0,0,0,0,0,0,38,83,False,2.2,0.9,0.5,1.88,83.0,72,271,1991,0,2011,2,49
3838,0,10,3,3,1,2,2,1,127,915,False,7.2,1.5,2.0,1.93,105.0,72,271,1994,0,2016,-1,-1
3839,3,22,7,3,1,8,0,2,398,2509,False,6.3,1.1,2.7,2.13,95.0,72,405,1962,0,1986,1,9
3840,3,3,2,0,0,1,0,0,44,198,False,4.5,0.6,0.9,1.93,88.0,72,464,1953,0,1976,3,38
3841,6,0,0,0,0,0,0,0,34,266,False,7.8,1.9,0.0,1.78,75.0,72,229,1924,0,-1,-1,-1
3842,6,30,0,13,0,8,0,0,565,6120,False,10.8,2.8,3.7,1.88,82.0,72,211,1932,0,1954,1,1
3843,6,16,0,2,0,6,0,0,231,1507,False,6.5,2.7,0.0,1.88,86.0,72,501,1922,0,-1,-1,-1
3844,1,0,0,0,0,0,0,0,47,103,False,2.2,0.0,1.6,2.11,104.0,57,593,1986,0,2006,1,10
3845,6,24,0,10,0,7,0,0,482,3455,False,7.2,3.2,3.5,1.88,81.0,72,517,1922,0,-1,-1,-1
3846,1,0,0,0,0,0,0,0,147,1801,False,14.8,3.9,9.0,2.11,110.0,70,55,2002,0,2021,1,16
3847,4,13,8,3,1,5,0,1,423,2516,False,5.9,0.6,3.5,2.08,126.0,26,115,1989,1,2010,1,17
3848,0,3,8,2,0,1,0,2,127,401,False,3.2,0.5,1.8,2.06,102.0,72,340,1976,0,1998,2,30
3849,6,21,9,6,2,6,3,1,691,7141,False,10.3,4.1,2.7,1.91,86.0,72,368,1986,1,2007,2,56
3850,6,0,0,0,0,0,0,0,21,20,False,1.0,0.3,0.2,1.96,84.0,72,282,1962,0,1984,1,22
3851,6,0,0,0,0,0,0,0,266,5041,False,14.3,2.9,2.2,1.88,86.0,72,5,1999,1,2018,1,8
3852,6,25,0,12,0,11,0,0,622,5836,False,9.4,3.8,3.1,1.85,82.0,72,567,1928,2,-1,-1,-1
3853,6,10,0,0,0,2,0,0,53,242,False,4.6,0.5,0.0,1.8,82.0,72,268,1918,0,-1,-1,-1
3854,1,0,0,0,0,0,0,0,303,1625,False,5.4,0.6,4.8,2.11,111.0,72,383,1966,0,1988,2,32
3855,6,11,0,0,0,3,0,0,53,165,False,3.1,0.9,1.0,1.91,84.0,72,5,1924,0,-1,-1,-1
3856,3,45,0,4,0,12,0,0,196,3291,False,16.8,1.2,6.3,2.01,100.0,72,380,1939,0,1960,1,5
3857,0,0,0,0,0,0,0,0,25,52,False,2.1,1.2,0.9,1.91,86.0,72,19,1984,0,-1,-1,-1
3858,6,18,6,4,2,4,4,1,302,2700,False,8.7,2.3,1.7,1.93,86.0,72,631,1997,1,2018,1,26
3859,6,0,0,0,0,0,0,0,20,61,False,3.1,1.8,0.4,1.83,77.0,72,446,1976,0,1997,2,45
3860,6,0,0,0,0,0,0,0,134,1156,False,8.6,1.3,0.0,1.8,77.0,72,454,1921,0,-1,-1,-1
3861,6,0,0,0,0,0,0,0,122,1323,False,10.8,2.5,0.0,1.88,79.0,72,272,1923,0,1949,1,1
3862,1,18,0,9,0,8,0,0,596,4928,False,8.3,1.4,8.4,2.11,107.0,72,62,1927,0,1950,1,1
3863,6,36,0,7,0,16,0,0,711,12665,True,17.8,3.0,3.9,1.85,79.0,72,501,1926,9,1950,-1,-1
3864,1,6,6,4,0,2,0,1,80,425,False,4.7,0.8,4.2,2.06,120.0,72,380,2001,0,2021,1,29
3865,6,0,0,0,0,0,0,0,80,789,False,9.9,1.2,3.0,1.96,91.0,13,274,2003,0,2022,1,7
3867,1,0,0,0,0,0,0,0,136,517,False,3.8,0.3,2.8,2.11,107.0,72,338,1964,0,1986,3,61
3869,6,22,9,11,4,7,5,4,943,6547,False,6.9,4.2,3.4,1.98,91.0,72,95,1966,1,1988,1,24
3872,3,0,0,0,0,0,0,0,43,93,False,2.2,0.1,0.0,1.88,88.0,72,454,1924,0,-1,-1,-1
3873,3,0,0,0,0,0,0,0,22,74,False,3.4,0.2,0.0,1.88,75.0,72,583,1923,0,-1,-1,-1
3874,3,0,0,0,0,0,0,0,59,240,False,4.1,0.5,2.4,2.01,95.0,72,216,1957,0,1980,2,28
3875,3,25,15,6,3,11,0,4,673,8049,False,12.0,2.2,6.1,2.03,109.0,72,416,1955,1,1976,2,25
3876,0,0,0,0,0,0,0,0,45,59,False,1.3,0.4,0.9,2.06,100.0,28,506,1991,0,2012,2,54
3877,0,0,2,2,1,0,0,0,18,40,False,2.2,0.9,1.2,1.91,86.0,72,274,1974,0,-1,-1,-1
3878,3,0,0,0,0,0,0,0,106,367,False,3.5,0.6,1.7,1.98,98.0,72,317,1954,1,1977,2,30
3879,6,2,1,2,1,0,0,0,64,395,False,6.2,4.9,2.3,1.88,77.0,72,597,1959,0,1981,4,72
3880,6,0,0,0,0,0,0,0,23,107,False,4.7,2.0,0.0,1.85,91.0,72,101,1913,0,-1,-1,-1
3881,3,0,0,0,0,0,0,0,18,33,False,1.8,0.4,1.1,2.08,104.0,72,263,1977,0,-1,-1,-1
3882,3,0,0,0,0,0,0,0,34,84,False,2.5,0.3,1.4,1.98,91.0,72,264,1953,0,1975,1,9
3883,3,32,7,4,2,7,0,1,842,14607,False,17.3,2.5,4.3,2.01,95.0,72,264,1957,1,1978,1,5
3886,6,32,0,2,0,15,0,0,699,10068,False,14.4,3.7,4.1,1.88,77.0,72,317,1931,2,1954,1,3
3887,3,23,0,5,3,8,0,2,318,3920,False,12.3,1.8,7.5,2.06,107.0,72,401,1952,1,1974,1,4
3888,0,22,12,4,4,8,5,3,461,3320,False,7.2,1.8,3.3,1.96,96.0,72,220,1990,1,2011,1,17
3889,6,0,0,0,0,0,0,0,182,1349,False,7.4,2.5,2.0,1.98,85.0,54,80,1988,0,-1,-1,-1
3890,3,34,13,10,4,13,3,3,471,8010,False,24.2,5.8,7.8,2.03,104.0,12,371,1994,8,2016,1,27
3893,6,0,0,0,0,0,0,0,28,46,False,1.6,0.5,0.9,1.88,79.0,72,398,1950,0,1973,4,64
3895,6,28,0,11,0,10,0,0,550,5960,False,10.8,3.5,2.8,1.91,86.0,72,405,1939,0,1961,1,3
3896,1,0,0,0,0,0,0,0,21,20,False,1.0,0.2,0.0,2.16,104.0,72,142,1923,0,-1,-1,-1
3897,1,33,21,8,4,14,2,5,1107,17287,False,15.6,3.2,9.8,2.11,104.0,72,253,1955,4,1977,1,8
3898,6,32,4,8,4,12,0,1,357,5060,False,14.2,3.4,2.1,1.85,82.0,72,533,1949,0,1972,5,70
3899,3,26,25,6,4,8,0,2,1254,11782,False,9.4,2.1,9.9,2.01,100.0,72,136,1943,5,1964,2,10
3901,1,0,0,0,0,0,0,0,21,45,False,2.1,0.1,1.3,2.11,138.0,72,31,1986,0,-1,-1,-1
3902,3,0,0,0,0,0,0,0,36,91,False,2.5,0.6,1.7,1.98,102.0,72,23,1944,1,1966,8,69
3904,3,0,1,0,0,0,0,0,51,169,False,3.3,0.2,1.9,2.06,113.0,72,271,1983,0,2005,1,29
3905,7,31,15,15,4,9,0,3,317,4673,False,6.9,6.1,6.3,2.08,109.0,3,300,1996,12,2016,1,1
3906,3,10,6,3,4,0,2,1,466,4189,False,9.0,1.5,3.8,1.98,107.0,72,148,1980,1,2001,2,41
3907,3,0,0,0,0,0,0,0,75,163,False,2.2,0.2,1.9,2.06,107.0,72,383,1986,0,2006,1,15
3908,1,34,0,6,0,11,0,0,598,5859,False,9.8,1.6,6.2,2.03,101.0,72,201,1925,0,-1,-1,-1
3909,6,0,0,0,0,0,0,0,60,318,False,5.3,0.5,0.0,1.85,83.0,72,374,1924,0,-1,-1,-1
3910,3,22,6,5,3,4,2,1,258,2142,False,8.3,1.9,2.4,1.98,88.0,72,241,1989,0,2012,0,0
3911,6,0,0,0,0,0,0,0,38,201,False,1.0,1.0,0.8,1.96,82.0,72,19,1997,0,-1,-1,-1
3912,3,24,6,3,2,4,2,1,454,5833,False,12.8,3.3,6.2,2.01,95.0,72,281,1968,4,1990,1,7
3914,1,0,0,0,0,0,0,0,16,23,False,0.9,0.0,0.3,2.13,100.0,44,322,1999,0,2020,2,44
3915,6,14,5,6,4,3,4,1,273,3450,False,21.1,4.1,2.6,1.91,82.0,72,178,1999,0,2018,1,24
3918,6,12,5,7,2,3,0,1,217,1832,False,8.4,2.2,2.0,1.96,91.0,72,331,1949,0,1972,1,11
3921,3,0,0,0,0,0,0,0,65,509,False,7.8,2.4,2.8,1.96,100.0,72,429,1938,0,1960,7,54
3924,2,0,0,0,0,0,0,0,135,1031,False,7.6,1.0,5.0,2.08,112.0,72,216,1990,0,-1,-1,-1
3925,1,0,0,0,0,0,0,0,93,268,False,3.4,0.5,4.7,2.08,113.0,72,549,1998,0,2021,2,58
3926,6,0,0,0,0,0,0,0,12,30,False,2.5,1.7,1.1,1.85,77.0,72,343,1955,0,1977,5,103
3927,3,6,3,0,1,0,2,0,356,2326,False,6.5,0.8,2.9,2.03,103.0,72,163,1988,1,2011,2,33
3928,6,0,0,0,0,0,0,0,37,90,False,2.4,0.8,0.9,1.83,84.0,72,596,1985,0,2008,2,42
3929,3,0,0,0,0,0,0,0,148,612,False,4.1,0.6,3.2,2.06,103.0,72,200,1989,0,2011,1,18
3930,3,5,3,1,0,0,1,1,243,954,False,3.9,0.4,3.7,2.03,104.0,72,361,1981,0,-1,-1,-1
3932,6,0,0,0,0,0,0,0,12,13,False,1.1,0.3,0.2,1.78,75.0,72,376,1929,0,1951,1,4
3933,0,0,0,0,0,0,0,0,23,44,False,1.9,0.3,1.5,2.03,86.0,40,291,2000,0,2019,2,37
3934,3,0,0,0,0,0,0,0,43,91,False,2.1,0.6,1.4,2.03,95.0,72,416,1962,0,1984,2,38
3935,6,0,0,0,0,0,0,0,24,54,False,2.3,1.4,0.6,1.83,84.0,72,304,1990,0,2013,2,56
3936,6,7,1,3,0,1,0,0,600,6652,False,11.1,6.5,2.5,1.85,82.0,72,331,1964,2,1986,1,22
3937,6,6,6,6,2,2,0,1,203,1884,False,9.3,2.6,3.3,1.91,86.0,72,319,1952,0,1974,9,160
3938,0,8,6,1,1,4,0,2,608,2876,False,4.7,0.5,4.7,2.06,116.0,72,45,1976,0,1998,1,22
3939,3,12,8,3,3,6,0,1,145,660,False,4.6,1.0,4.2,1.96,88.0,72,318,1952,0,1974,3,44
3940,6,24,0,5,0,10,0,0,341,2800,False,8.2,2.6,3.3,1.8,82.0,72,338,1926,0,1951,-1,-1
3942,3,6,6,0,1,1,0,2,259,1450,False,5.6,0.6,3.0,2.01,116.0,72,647,1970,0,-1,-1,-1
3943,1,0,0,0,0,0,0,0,28,147,False,5.3,0.9,5.3,2.11,95.0,72,488,1928,0,1951,4,31
3944,6,0,0,0,0,0,0,0,63,225,False,3.6,0.8,1.1,1.96,93.0,72,440,1960,0,1982,2,43
3945,0,3,2,0,1,2,1,0,66,173,False,2.6,0.5,1.1,2.03,100.0,72,315,1980,0,2002,2,53
3946,6,5,1,3,1,2,1,0,218,1189,False,5.5,3.0,2.1,1.91,93.0,72,550,1988,0,-1,-1,-1
3947,6,27,11,5,3,7,0,0,755,10571,False,14.0,2.5,7.4,1.96,88.0,72,187,1942,6,1965,1,4
3948,3,0,0,0,0,0,0,0,20,38,False,1.9,0.1,0.7,2.08,108.0,59,52,1983,0,2005,2,58
3949,6,0,0,0,0,0,0,0,31,73,False,2.4,0.5,0.4,1.93,91.0,72,401,1962,0,1984,2,41
3950,3,0,0,0,0,0,0,0,29,87,False,3.0,0.6,1.5,2.08,98.0,58,47,2000,0,2019,2,39
3951,6,0,0,0,0,0,0,0,17,51,False,3.0,0.9,1.4,1.93,93.0,72,300,1999,0,-1,-1,-1
