Index,Position,High Score,High Rebound,High Assist,High Steal,High Field Goals,High Free Throws,High Three Pointers,High Block,Total Games,Total Points,Hall Of Famer,Points,Assists,Rebound,Height,Weight,Country,Previous Team,Birthdate,Experience,Total Awards,Draft Year,Draft Round,Draft Pick
2598,6,36,11,12,4,14,12,7,4,1078,15731,FALSE,11.2,5.1,4.1,1.83,89,72,595,1986,16,9,2006,1,24
2599,6,0,0,0,0,0,0,0,0,12,29,FALSE,2.4,0.5,0.8,1.93,95,72,260,1993,2,0,-1,-1,-1
2601,3,35,0,11,0,14,9,0,0,829,14053,TRUE,17,3.3,15.6,2.03,104,72,405,1940,11,11,1962,-1,-1
2602,6,30,10,14,4,12,10,4,1,928,9951,FALSE,10.7,7,2.3,1.91,79,72,317,1953,14,1,1976,1,1
2604,3,29,17,9,4,14,12,0,5,855,12339,FALSE,14.4,2.3,8.8,2.06,98,72,314,1952,12,4,1974,1,14
2605,0,15,3,4,1,7,2,2,0,242,1147,FALSE,4.7,1.5,1,1.8,75,72,410,1982,8,0,-1,-1,-1
2606,3,2,0,1,0,0,2,0,0,87,196,FALSE,2.3,0.4,1.9,1.98,93,72,241,1939,2,0,1961,2,15
2607,6,12,3,6,5,6,3,2,1,554,4710,FALSE,8.5,3.1,1.7,1.83,79,72,365,1977,12,0,1998,1,23
2608,6,0,0,0,0,0,0,0,0,31,89,FALSE,2.9,1.1,0.8,1.88,82,72,512,1928,1,0,1951,6,56
2610,6,8,4,4,1,2,4,0,0,82,272,FALSE,3.3,2.7,1,1.83,75,72,329,1951,2,0,1974,2,34
2611,6,20,0,4,0,6,14,0,0,300,2462,FALSE,8.2,2.2,2.2,1.85,81,72,374,1923,5,0,1948,-1,-1
2613,7,26,7,3,2,9,5,6,0,328,1937,FALSE,5.9,0.9,2,2.01,98,26,322,1995,7,0,2016,1,24
2614,3,0,0,0,0,0,0,0,0,26,23,FALSE,0.9,0.2,0.7,2.08,102,72,539,1996,3,0,2017,1,24
2615,3,16,9,2,2,6,2,4,0,523,4065,FALSE,7.6,0.9,4.1,2.06,106,13,274,1995,7,0,2015,1,12
2616,3,19,14,6,4,8,5,2,4,774,5109,FALSE,6.6,1.4,5,2.03,107,72,380,1970,13,0,1993,1,12
2617,3,0,0,1,0,0,0,0,0,95,310,FALSE,3.3,1.1,1.3,1.96,88,72,338,1968,2,0,1991,2,28
2618,3,2,0,1,0,1,0,0,0,49,126,FALSE,2.6,0.6,1.4,2.01,98,72,577,1945,2,0,1968,4,39
2619,7,8,1,0,0,3,2,2,0,30,90,FALSE,3,0.5,1.1,1.98,91,72,328,1992,2,0,2016,-1,-1
2620,1,14,11,3,2,6,4,0,5,223,1369,FALSE,6.1,0.5,4,2.13,127,13,607,1976,5,1,1999,2,47
2623,3,0,0,0,0,0,0,0,0,30,48,FALSE,1.6,0.1,0.8,1.96,95,72,97,1951,1,0,1973,6,88
2624,1,36,0,8,0,14,11,0,0,641,11234,TRUE,17.5,3.2,7.5,2.03,84,72,518,1928,10,7,1949,-1,-1
2625,0,2,1,1,0,1,1,0,0,10,18,FALSE,1.8,0.9,0.1,1.85,93,72,261,1990,2,0,-1,-1,-1
2626,6,0,0,0,0,0,0,0,0,19,44,FALSE,2.3,0.3,0.5,1.93,97,40,542,1980,1,1,-1,-1,-1
2627,6,0,0,0,0,0,0,0,0,128,916,FALSE,7.2,1.8,2.5,1.91,84,72,166,1957,3,0,1979,2,25
2629,6,20,7,7,2,6,8,3,0,456,2997,FALSE,6.6,3.1,2,1.91,92,72,77,1990,9,0,2011,2,34
2630,3,0,0,0,0,0,0,0,0,22,32,FALSE,1.5,0,1.1,2.06,112,72,220,1970,1,0,1993,1,27
2631,3,18,8,1,1,6,6,0,1,160,1030,FALSE,6.4,0.8,2.9,2.01,93,72,300,1958,3,0,1981,3,52
2632,3,0,0,0,0,0,0,0,0,23,46,FALSE,2,0.2,1.5,2.08,103,72,196,1986,2,0,2011,2,52
2633,6,25,0,5,0,8,9,0,0,117,823,FALSE,7,1.1,1.9,1.85,82,72,479,1923,2,0,1948,-1,-1
2634,0,0,0,0,0,0,0,0,0,12,32,FALSE,2.7,0.7,1,1.88,84,72,21,1995,2,0,2018,-1,-1
2635,0,0,0,0,0,0,0,0,0,251,1685,FALSE,6.7,1.7,1.9,1.93,84,72,543,1969,6,1,1991,1,8
2637,6,22,7,12,6,9,4,2,1,551,5259,FALSE,9.5,4,2.2,1.91,79,72,274,1957,7,0,1979,1,22
2640,6,0,0,0,0,0,0,0,0,48,80,FALSE,1.7,1.4,0.5,1.93,91,72,577,1969,2,0,-1,-1,-1
2641,3,8,13,5,2,3,5,0,2,453,975,FALSE,2.2,0.4,2.6,2.06,116,72,530,1976,10,0,2000,1,29
2642,3,0,0,0,0,0,0,0,0,24,124,FALSE,5.2,0.9,2,1.96,84,72,120,1926,1,0,1950,-1,-1
2643,0,0,0,0,0,0,0,0,0,26,58,FALSE,2.2,2.4,1,1.85,73,72,9,1989,2,0,2012,0,0
2644,3,25,15,5,2,8,11,2,2,827,13198,FALSE,16,2.1,4.9,1.98,102,72,163,1979,15,0,1999,1,13
2645,3,0,0,0,0,0,0,0,0,14,12,FALSE,0.9,0.1,0.7,2.03,92,72,271,1959,1,0,1982,2,28
2646,1,19,12,2,2,6,11,0,6,680,4917,FALSE,7.2,0.6,6.5,2.11,120,13,274,1978,13,2,2000,1,19
2648,1,22,10,5,2,9,5,0,3,618,3209,FALSE,5.2,0.6,4.4,2.11,119,26,424,1986,13,0,2005,1,28
2649,1,18,0,2,0,7,5,0,0,414,2388,FALSE,5.8,1.3,2.9,2.03,100,72,216,1922,7,0,-1,-1,-1
2651,3,17,18,4,3,8,8,0,4,1117,7763,FALSE,6.9,1,6.2,2.08,118,72,230,1958,18,1,1980,2,35
2652,7,34,12,9,5,12,10,8,5,955,10925,FALSE,11.4,2.9,4.5,1.98,101,72,108,1965,14,3,1988,1,14
2654,0,14,7,4,2,3,5,3,5,263,1216,FALSE,4.6,0.6,2.8,2.13,100,61,26,1997,5,0,2016,1,10
2655,6,0,0,0,0,0,0,0,0,44,258,FALSE,5.9,1.4,0,1.75,68,72,120,1924,1,0,-1,-1,-1
2656,6,0,0,0,0,0,0,0,0,160,1314,FALSE,6.7,3.5,2.8,1.96,79,26,25,2001,2,0,2020,2,34
2657,0,35,8,8,4,15,14,1,2,905,17231,FALSE,19,2.4,2.6,1.93,93,72,341,1961,13,2,1983,1,10
2658,3,50,22,9,6,18,22,1,5,1476,36928,TRUE,25,3.6,10.1,2.06,117,72,301,1963,20,59,1985,1,13
2659,1,42,26,6,6,16,18,1,5,1329,27409,TRUE,20.6,1.4,12.2,2.08,98,72,431,1955,19,29,-1,-1,-1
2661,3,0,0,0,0,0,0,0,0,39,80,FALSE,2.1,0.7,2.2,2.08,104,72,470,1956,1,0,1978,7,149
2662,4,0,0,0,0,0,0,0,0,84,417,FALSE,6.1,1.4,4.3,2.08,109,28,479,1999,1,0,2021,2,54
2664,3,0,0,0,0,0,0,0,0,81,335,FALSE,4.1,1.1,0,1.93,93,72,416,1919,2,0,1947,-1,-1
2665,0,0,0,0,0,0,0,0,0,10,11,FALSE,1.1,0.4,1.4,1.91,86,57,590,2000,1,0,-1,-1,-1
2668,7,39,6,4,2,15,4,7,2,270,2156,FALSE,8.8,2.3,3.4,1.96,98,72,200,1996,3,0,2019,2,48
2669,6,0,0,0,0,0,0,0,0,127,1142,FALSE,7.7,1.8,2.3,1.91,81,72,196,2001,1,0,2021,1,18
2670,0,35,12,8,3,14,9,1,3,883,12367,FALSE,14,2.3,5.2,2.08,106,72,271,1966,16,3,1988,1,1
2671,3,8,0,3,0,4,1,0,0,280,1418,FALSE,5.1,0.7,4.5,2.01,95,72,264,1944,4,0,1967,8,80
2672,1,5,3,1,0,1,3,0,1,55,182,FALSE,3.3,0.2,1.7,2.11,111,72,607,1970,2,0,1993,2,40
2673,6,0,0,0,0,0,0,0,0,30,123,FALSE,4.1,2.3,1.5,1.88,86,36,19,2001,2,0,2020,2,48
2674,6,9,2,2,1,3,3,0,2,216,660,FALSE,3.1,1.1,1.2,2.01,86,72,583,1960,6,0,1983,2,43
2675,6,0,0,0,0,0,0,0,0,42,236,FALSE,5.6,2.2,2.2,1.91,86,72,398,1935,2,0,1959,5,37
2676,6,37,2,11,0,16,16,1,0,658,15948,TRUE,24.2,5.4,4.2,1.96,89,72,300,1947,10,6,1970,1,3
2677,6,0,0,0,0,0,0,0,0,51,234,FALSE,4.6,0.1,0,1.83,84,72,146,1920,1,0,-1,-1,-1
2679,6,0,0,0,0,0,0,0,0,29,55,FALSE,1.9,0.4,1.1,1.98,86,72,262,1966,2,0,1989,1,23
2680,6,32,10,13,4,13,7,4,0,846,16297,FALSE,19.3,7.6,3,1.88,93,72,220,1977,14,12,1996,1,4
2681,6,27,4,9,3,8,15,3,1,363,4631,TRUE,12.8,2.2,2.3,1.96,91,40,532,1964,7,4,1987,6,127
2682,6,17,0,0,0,6,5,0,0,43,333,FALSE,7.7,1.4,0,1.8,75,72,234,1924,1,0,1947,-1,-1
2683,3,33,1,7,0,11,11,0,0,849,12541,FALSE,14.8,2.1,5.2,1.98,91,72,163,1944,11,1,1966,1,5
2684,7,38,20,5,6,16,10,5,6,1163,17700,FALSE,15.2,1.9,8.7,2.01,103,72,578,1978,16,12,1999,1,9
2685,1,16,10,4,1,8,8,0,2,317,1790,FALSE,3.3,0.3,1.9,2.24,132,58,137,1988,7,0,-1,-1,-1
2686,4,0,0,0,0,0,0,0,0,348,6030,FALSE,25.6,1.9,8.6,2.13,109,25,19,1997,5,1,2017,1,7
2687,3,0,0,0,0,0,0,0,0,30,51,FALSE,1.7,0.2,1,2.08,102,16,118,1985,1,0,2006,2,59
2688,0,8,6,0,2,3,2,0,2,230,638,FALSE,2.8,0.2,2.2,2.08,113,46,84,1975,11,2,1998,2,44
2689,6,0,0,0,0,0,0,0,0,61,225,FALSE,3.7,1.5,1.4,1.91,84,72,174,1948,3,0,-1,-1,-1
2690,6,0,0,0,0,0,0,0,0,60,269,FALSE,4.5,1.5,1.3,1.91,91,72,312,1954,1,0,1977,8,165
2691,3,0,0,0,0,0,0,0,0,39,119,FALSE,3.1,0.8,2.2,2.01,98,72,501,1946,1,0,1968,11,136
2692,3,3,0,0,0,1,1,0,0,119,293,FALSE,2.5,0.3,1,2.01,104,72,133,1972,6,0,1995,2,39
2693,3,28,13,4,2,11,5,6,2,957,10716,FALSE,11.2,1.4,6.7,2.06,111,72,133,1973,16,1,1994,1,4
2694,6,0,0,0,0,0,0,0,0,160,802,FALSE,5,4.9,1.6,1.93,91,72,380,1991,5,0,2012,1,13
2695,3,6,2,3,1,3,4,0,1,164,1257,FALSE,9.1,2.5,3.6,2.01,100,72,648,1998,2,0,-1,-1,-1
2696,7,0,0,0,0,0,0,0,0,63,170,FALSE,2.7,0.4,1,2.01,86,72,403,1982,3,0,-1,-1,-1
2697,3,11,0,0,0,5,3,0,0,168,952,FALSE,5.7,1.1,2.9,1.93,98,72,625,1931,4,0,1954,1,7
2698,3,0,0,0,0,0,0,0,0,13,17,FALSE,1.3,0.3,2.8,2.01,91,72,407,1948,1,0,-1,-1,-1
2699,3,0,0,0,0,0,0,0,0,84,397,FALSE,4.7,0.7,1.6,2.01,93,72,216,1962,3,0,1985,2,26
2700,1,0,0,0,0,0,0,0,0,54,113,FALSE,2.1,0.3,2.2,2.13,113,72,338,1969,2,0,-1,-1,-1
2702,3,15,11,6,2,5,3,2,1,202,1609,FALSE,9.6,1.6,4.8,1.96,93,72,367,1995,3,0,-1,-1,-1
2703,3,4,3,0,1,2,0,0,0,243,1229,FALSE,5.1,0.5,1.9,2.01,100,72,272,1984,8,0,-1,-1,-1
2704,3,0,0,0,0,0,0,0,0,178,1024,FALSE,5,1.6,3.4,1.98,93,72,367,1995,3,0,2019,2,36
2706,0,16,6,6,1,5,6,3,0,514,3525,FALSE,6.9,2.9,1.1,1.8,77,72,577,1971,13,0,-1,-1,-1
2707,1,9,0,1,0,4,1,0,0,137,410,FALSE,3,0.3,0,2.01,95,72,109,1920,3,0,-1,-1,-1
2708,6,0,0,0,0,0,0,0,0,92,834,FALSE,9.1,0.8,0,1.73,73,72,216,1920,2,0,-1,-1,-1
2709,1,0,0,0,0,0,0,0,0,24,22,FALSE,0.9,0.4,1.2,2.06,100,62,452,1962,1,0,1985,2,38
2710,3,5,4,1,2,2,2,1,1,184,998,FALSE,5.4,0.6,3.5,2.08,108,72,300,1994,5,0,2015,1,25
2712,6,5,2,3,0,2,1,1,1,18,86,FALSE,4.8,1.2,0.9,1.88,84,72,324,1996,3,0,-1,-1,-1
2713,0,0,0,0,0,0,0,0,0,96,525,FALSE,5.5,0.6,2.4,1.96,104,72,77,1995,4,0,-1,-1,-1
2714,0,36,16,6,4,15,10,1,4,757,9325,FALSE,12.3,1.9,6.8,2.06,102,72,119,1977,15,5,2000,1,1
2715,6,26,8,3,2,8,10,3,1,714,12396,FALSE,17.4,1.9,3.2,2.01,90,72,623,1983,13,1,2004,1,26
2716,1,0,0,0,0,0,0,0,0,271,1430,FALSE,5.3,0.7,4.6,2.11,94,72,306,1950,4,0,1972,1,1
2717,6,18,4,5,0,6,6,0,1,69,204,FALSE,3,0.7,0.9,1.98,91,72,517,1964,2,0,1986,1,16
2720,6,32,0,9,0,11,12,0,0,745,7337,TRUE,9.8,4.2,3.4,1.78,77,72,557,1925,11,0,-1,-1,-1
2721,6,0,0,0,0,0,0,0,0,16,21,FALSE,1.3,0.1,0.8,1.98,98,72,133,1999,0,0,2022,2,51
2722,3,0,0,0,0,0,0,0,0,206,2154,FALSE,12.7,1.5,5.5,2.01,98,72,247,2001,2,0,2020,2,52
2723,3,36,9,9,3,15,13,5,1,611,11644,FALSE,19.1,4,5.4,2.03,112,72,274,1972,12,4,1993,1,4
2724,6,5,0,2,0,2,2,0,0,99,478,FALSE,4.8,1.8,2.1,1.78,79,72,97,1928,2,0,-1,-1,-1
2725,3,29,15,7,5,13,8,0,2,882,9656,FALSE,10.9,3.4,8.3,2.03,116,72,545,1966,14,3,1988,3,53
2726,0,19,12,5,2,7,9,1,2,643,7767,FALSE,12.1,1.6,4.5,1.96,101,72,410,1977,10,1,2000,1,17
2727,0,0,0,1,0,0,0,0,0,103,695,FALSE,6.7,2.6,2,1.8,86,72,271,1994,5,0,2017,2,34
2728,0,18,5,4,2,8,6,4,1,518,3289,FALSE,6.3,1.3,1.7,1.96,93,72,596,1980,11,0,2002,2,30
2729,4,12,7,1,0,5,2,0,2,683,4238,FALSE,6.2,0.4,4.3,2.06,113,72,317,1967,14,0,1990,2,43
2730,3,5,0,1,0,2,1,0,0,112,283,FALSE,2.5,0.5,2.4,2.06,100,72,543,1948,3,0,1969,3,40
2732,6,3,1,0,0,0,3,0,0,201,1359,FALSE,4.8,0.5,1.4,1.98,98,72,296,1996,3,0,-1,-1,-1
2734,0,0,0,0,0,0,0,0,0,14,54,FALSE,3.9,1,0.6,1.93,91,72,448,1995,3,0,2018,-1,-1
2735,7,0,0,0,0,0,0,0,0,78,1302,FALSE,16.7,1.5,4.1,1.96,95,13,19,2002,0,1,2022,1,6
2736,6,30,5,10,3,14,4,1,1,465,3654,FALSE,7.9,4.2,1.3,1.85,77,72,637,1959,9,0,1980,1,14
2737,6,27,8,5,4,9,13,5,3,950,11100,FALSE,3.4,0.7,2.2,1.96,100,72,314,1986,13,0,-1,-1,-1
2738,3,18,0,1,0,7,4,0,0,259,2046,FALSE,7.9,1.2,4,1.93,86,72,584,1923,5,0,-1,-1,-1
2739,3,0,0,0,0,0,0,0,0,98,479,FALSE,4.9,0.2,3.7,2.03,113,72,558,1969,2,0,1992,2,28
2740,6,38,9,8,3,14,9,6,3,196,3017,FALSE,20.3,3.5,2.9,1.88,91,72,274,2000,2,0,2020,1,21
2741,3,15,11,3,2,7,5,0,3,618,3481,FALSE,5.6,0.4,4.2,2.01,118,72,119,1983,10,0,2005,1,26
2742,3,28,15,8,4,10,14,0,2,835,10465,FALSE,12.5,2.2,6.3,2.03,93,72,384,1955,11,1,1977,1,12
2743,6,34,9,9,3,14,7,6,2,855,10912,FALSE,12.8,3.4,2.6,1.93,86,72,196,1965,13,0,1988,2,47
2744,3,11,0,3,0,4,7,0,0,379,3339,FALSE,8.8,1,3.5,1.93,91,72,147,1946,7,0,1968,3,30
2745,3,15,6,5,5,4,7,0,2,355,3690,FALSE,10.4,1.7,4.1,1.98,98,72,256,1954,7,2,1976,1,2
2746,2,0,0,0,0,0,0,0,0,119,821,FALSE,6.9,1,4,2.06,121,72,380,1984,5,0,2005,1,13
2747,0,0,0,0,0,0,0,0,0,496,2546,FALSE,5.1,3.6,1.3,1.85,78,72,21,1970,7,0,1992,1,23
2748,3,3,5,1,1,1,2,0,1,74,297,FALSE,4,0.5,3.8,2.03,102,72,211,1953,2,0,1975,2,22
2749,6,0,0,0,0,0,0,0,0,24,99,FALSE,4.1,1.5,0.7,1.91,79,72,200,1968,1,0,-1,-1,-1
2751,6,0,0,0,0,0,0,0,0,13,37,FALSE,2.8,0.3,0.6,1.88,84,72,576,1948,1,0,1971,3,50
2752,0,15,3,9,3,6,6,3,1,267,1141,FALSE,4.3,2.8,1.3,1.91,79,72,597,1987,5,0,2009,1,20
2753,6,20,9,5,4,7,6,4,2,547,7574,FALSE,13.8,2.9,3.1,1.96,95,72,501,1987,9,3,2008,1,3
2754,0,4,1,1,2,2,0,0,0,67,296,FALSE,15.3,8.3,3.2,1.93,93,72,300,1997,2,0,2020,2,50
2755,6,4,1,0,0,2,0,0,0,115,1273,FALSE,11.1,2.8,2,1.88,86,72,557,1968,3,1,1990,1,14
2756,3,0,0,0,0,0,0,0,0,26,98,FALSE,3.8,1.1,0,1.91,95,72,331,1923,1,0,-1,-1,-1
2757,3,15,8,3,3,6,6,2,2,689,4380,FALSE,6.4,0.9,4.1,2.03,104,12,577,1986,13,0,2008,2,37
2758,1,4,5,1,1,2,2,0,1,234,414,FALSE,1.8,0.2,1.5,2.13,116,6,506,1980,8,0,-1,-1,-1
2759,1,50,21,6,4,21,12,2,6,852,18787,TRUE,22.1,2.3,9.4,2.06,95,72,380,1951,14,8,1972,1,2
2760,0,9,5,1,2,3,2,1,2,111,334,FALSE,3,0.3,1.7,2.06,104,72,380,1993,4,0,-1,-1,-1
2761,3,0,0,0,0,0,0,0,0,12,117,FALSE,9.8,1.2,2.6,1.91,86,72,318,1905,1,0,1952,-1,-1
2762,6,3,1,0,0,1,0,1,0,104,311,FALSE,3.5,1.1,0.8,1.88,88,72,617,2000,1,0,2021,2,36
2764,0,0,0,0,0,0,0,0,0,154,920,FALSE,6,2.4,2,1.91,86,72,155,1991,4,0,2013,2,36
2765,0,6,2,0,0,3,0,0,1,178,739,FALSE,4.2,0.6,2.6,1.98,111,72,352,1964,5,0,1987,2,32
2766,6,0,0,0,0,0,0,0,0,41,74,FALSE,1.8,1.6,1.2,1.88,81,72,511,1935,3,0,1957,1,5
2767,3,0,0,0,0,0,0,0,0,13,22,FALSE,1.7,0.2,0.5,2.03,109,72,448,1967,1,0,-1,-1,-1
2768,6,0,0,0,0,0,0,0,0,249,2479,FALSE,10,1.3,2,1.93,98,72,380,1984,5,0,2005,1,14
2769,6,0,0,0,0,0,0,0,0,68,658,FALSE,9.7,0.9,0,1.8,82,72,479,1922,2,0,-1,-1,-1
2770,6,0,0,0,0,0,0,0,0,103,392,FALSE,3.8,1.7,0.9,1.91,86,72,577,1953,3,0,1976,6,89
2771,6,13,0,3,0,6,1,0,0,155,1090,FALSE,7,2,1.6,1.91,79,72,161,1946,3,0,1969,1,12
2772,6,16,0,11,0,7,5,0,0,316,2450,FALSE,7.8,3.7,3.6,1.85,84,72,97,1934,6,0,1956,-1,-1
2775,3,16,7,6,3,6,3,4,1,593,3056,FALSE,5.2,1.1,2.6,2.08,111,72,274,1974,10,0,1996,1,19
2776,1,3,2,1,0,1,1,0,0,114,204,FALSE,1.8,0.3,1.9,2.11,107,72,314,1973,5,0,1996,2,49
2777,0,18,5,5,3,6,3,3,1,199,760,FALSE,3.8,1.4,1.6,2.01,82,72,578,1995,6,0,2016,2,38
2779,6,12,4,7,4,5,6,0,2,178,1058,FALSE,5.9,3,2.3,1.85,82,72,545,1947,3,0,1971,2,22
2782,3,22,9,6,3,8,4,6,1,766,6925,FALSE,9,2.3,3.1,2.03,104,72,200,1967,13,0,1989,1,7
2784,6,41,9,9,4,17,8,7,2,665,12909,FALSE,20.9,5.7,4.4,1.91,86,72,288,1991,9,2,2013,1,10
2785,3,0,0,0,0,0,0,0,0,11,14,FALSE,1.3,0.7,1.8,1.96,88,72,399,1930,1,0,1951,1,5
2786,6,0,0,0,0,0,0,0,0,14,68,FALSE,4.9,2.9,2.4,1.78,77,72,315,1928,1,0,-1,-1,-1
2787,6,19,8,7,2,9,2,1,1,556,3949,FALSE,8.7,5.3,3.1,1.85,86,72,19,1992,7,0,2015,-1,-1
2789,1,12,9,3,2,5,3,0,1,483,4030,FALSE,8.3,1,4.9,2.11,109,72,330,1962,8,0,1984,1,12
2790,0,2,5,1,0,1,0,0,0,260,1200,FALSE,4.6,0.5,3.5,2.08,111,72,577,1977,9,0,1998,2,33
2791,6,0,0,0,0,0,0,0,0,37,160,FALSE,4.3,0.9,2,1.93,82,72,90,1950,3,0,-1,-1,-1
2793,3,24,12,11,3,10,10,0,3,768,9014,FALSE,11.7,3.6,6.6,2.03,100,72,304,1961,10,2,1983,1,3
2794,3,6,4,1,1,3,0,0,0,77,224,FALSE,2.9,1,2.5,2.06,98,72,304,1960,3,0,1983,2,36
2796,3,0,0,0,0,0,0,0,0,59,194,FALSE,3.3,0.3,1.9,2.06,98,72,539,1995,4,0,2015,1,29
2798,6,0,0,0,0,0,0,0,0,12,30,FALSE,2.5,0.6,0.8,1.93,82,72,21,1972,1,0,-1,-1,-1
2799,0,42,17,8,5,20,8,2,2,870,13606,FALSE,15.6,2,6.1,2.01,93,72,631,1963,12,3,1985,1,4
2800,3,24,7,2,1,8,4,5,3,212,2027,FALSE,12.1,1.9,3.9,2.06,84,72,607,2000,2,0,2020,1,28
2801,4,5,4,2,1,2,0,1,0,198,1530,FALSE,9.4,1.6,4.3,2.06,93,72,470,1998,3,0,2019,2,52
2802,1,0,0,0,0,0,0,0,0,184,967,FALSE,5.3,0.9,4.4,2.11,103,72,625,1948,5,0,1971,2,23
2803,7,4,4,1,0,2,0,1,2,148,782,FALSE,5.3,0.6,2.2,1.98,93,72,122,1993,4,0,2014,2,32
2804,3,11,4,2,1,4,2,3,1,591,5500,FALSE,10.2,1.4,2.2,1.98,102,72,136,1992,8,0,2014,1,11
2805,3,0,0,0,0,0,0,0,0,18,39,FALSE,2.2,0.2,1.1,1.98,88,72,77,1996,2,0,-1,-1,-1
2806,3,3,3,4,2,1,1,0,1,176,1061,FALSE,6,1.3,3.2,2.03,95,72,94,1962,4,0,1984,3,50
2807,3,8,3,3,1,3,3,0,0,146,609,FALSE,4.2,0.7,1.5,1.98,86,72,297,1952,3,0,1974,1,17
2809,3,4,2,2,0,1,2,0,0,206,600,FALSE,2.9,0.5,2.3,2.06,98,72,324,1959,6,0,1981,5,102
2810,4,26,19,3,3,11,6,0,4,1015,12227,FALSE,12,1.3,7.5,2.06,111,72,5,1974,16,5,1995,1,2
2811,6,8,0,1,0,4,2,0,0,418,4120,FALSE,9.9,3.5,2,1.91,86,72,108,1953,7,0,1975,3,38
2812,0,0,0,0,0,0,0,0,0,11,15,FALSE,1.4,0.1,1,2.01,104,72,410,1982,1,0,-1,-1,-1
2813,6,1,0,0,0,0,1,0,0,51,176,FALSE,3.5,1,0,1.85,86,72,21,1926,1,0,1948,-1,-1
2814,3,0,0,0,0,0,0,0,0,52,227,FALSE,4.4,0.3,3.5,2.08,116,72,330,1992,3,0,2014,1,21
2815,2,21,15,3,2,9,5,0,6,863,6722,FALSE,4.4,0.3,2.5,2.13,122,72,367,1988,14,0,2008,1,18
2816,3,27,7,4,3,12,6,3,1,520,4968,FALSE,9.6,1.2,2.1,1.96,86,72,330,1959,9,0,1981,1,19
2817,1,5,0,2,0,2,1,0,0,158,1613,FALSE,10.2,1.1,3.9,2.06,102,72,583,1939,3,0,1962,1,1
2818,3,34,16,9,4,16,11,0,1,528,9090,TRUE,17.2,3.8,9.8,2.03,107,72,256,1950,7,3,1973,2,22
2819,6,28,2,8,2,14,7,0,1,792,9169,FALSE,11.6,2.9,2.4,1.96,93,72,256,1943,11,0,1965,3,24
2820,6,0,0,0,0,0,0,0,0,46,246,FALSE,5.3,1.2,2,1.98,79,72,365,2002,0,0,2022,2,40
2821,7,46,13,16,5,16,14,6,3,938,18381,TRUE,19.6,4.4,5.6,2.03,102,72,357,1979,17,25,1997,1,9
2822,3,0,0,0,0,0,0,0,0,42,171,FALSE,4.1,0.4,3.5,2.03,109,72,605,1949,1,0,1971,6,89
2824,6,6,3,1,0,2,0,2,0,317,1825,FALSE,5.7,0.9,2.3,1.93,93,72,272,1991,6,0,-1,-1,-1
2825,6,10,0,5,0,4,4,0,0,191,757,FALSE,4,1.9,2.2,1.88,82,72,515,1928,4,0,1951,6,55
2827,6,20,0,13,0,8,11,0,0,738,5921,TRUE,8,5.7,4.2,1.83,82,72,515,1926,11,2,1949,1,7
2828,0,1,2,1,1,0,1,0,1,342,939,FALSE,2.7,1.2,3.4,2.06,107,72,209,1985,7,0,2007,2,47
2829,3,34,17,7,3,15,14,2,6,971,17335,TRUE,17.9,1.7,7.3,2.08,95,72,338,1957,13,11,1980,1,3
2831,0,8,3,6,1,4,2,0,1,576,5396,FALSE,9.4,4.4,2,1.93,86,72,380,1974,11,0,1996,2,37
2832,3,0,0,0,0,0,0,0,0,177,934,FALSE,5.3,1,3.9,2.01,102,72,174,1949,4,0,1971,1,15
2833,3,0,0,0,0,0,0,0,0,243,1320,FALSE,5.4,1.4,1.3,1.96,88,72,136,1959,6,0,1981,4,88
2835,3,6,0,2,0,3,2,0,0,396,3579,FALSE,9,1.5,2.8,1.96,88,72,374,1944,7,0,1966,11,94
2836,3,27,13,8,4,12,8,2,5,937,10266,FALSE,11,2.4,4.7,2.08,109,72,5,1966,15,3,1987,1,9
2837,6,25,10,13,5,9,9,4,2,793,5871,FALSE,7.4,2.7,3.3,1.96,95,72,543,1972,14,2,1994,1,17
2838,6,24,4,7,2,10,4,0,0,476,3823,FALSE,8,3.5,1.4,1.83,73,72,398,1955,7,0,1977,6,115
2840,3,22,0,3,0,9,7,0,0,318,2994,FALSE,9.4,1.6,3.5,1.98,84,72,380,1919,6,2,-1,-1,-1
2842,0,12,9,1,1,5,1,2,1,182,721,FALSE,4,0.3,2.5,2.01,98,72,639,1992,5,0,-1,-1,-1
2844,6,16,5,4,2,5,2,4,0,186,879,FALSE,3.7,3.4,1.4,1.83,84,72,501,1996,3,0,-1,-1,-1
2845,6,14,6,2,1,5,0,4,0,556,5015,FALSE,9,1,2.3,1.91,88,72,271,1993,10,1,2013,1,7
2846,3,19,0,3,0,7,5,0,0,580,5130,FALSE,8.8,1.3,5.5,2.01,104,72,161,1942,8,0,1964,3,23
2847,3,0,0,0,0,0,0,0,0,10,12,FALSE,1.2,0.4,2.1,1.96,91,72,540,1931,1,0,1952,-1,-1
2848,6,0,0,0,0,0,0,0,0,200,1105,FALSE,5.5,2.7,1.3,1.88,86,72,62,1979,5,0,-1,-1,-1
2850,6,22,0,9,0,9,7,0,0,524,4237,FALSE,8.1,3.7,2.7,1.85,84,72,515,1928,8,0,1952,-1,-1
2851,7,17,8,16,6,7,7,5,4,796,4733,FALSE,5.9,6.1,4,1.96,95,72,383,1964,12,2,1986,2,30
