Index,Position,High Score,High Rebound,High Assist,High Steal,High Field Goals,High Free Throws,High Three Pointers,High Block,Total Games,Total Points,Hall Of Famer,Points,Assists,Rebound,Height,Weight,Country,Previous Team,Birthdate,Experience,Total Awards,Draft Year,Draft Round,Draft Pick
1580,0,0,0,0,0,0,0,0,0,27,67,FALSE,2.5,0.3,1.4,2.01,109,72,122,1972,1,0,1995,-1,-1
1581,6,13,5,2,2,6,4,3,1,60,373,FALSE,6.2,0.8,1.2,1.91,95,72,84,1975,2,0,1997,1,22
1583,6,0,0,0,0,0,0,0,0,44,105,FALSE,2.4,0.6,0.5,1.85,84,72,409,1945,1,0,1967,3,26
1585,3,20,3,5,1,9,4,0,3,224,2408,FALSE,10.8,2.2,5.2,2.03,109,72,297,1951,3,0,1974,2,26
1587,1,2,4,0,1,1,2,0,0,386,906,FALSE,2.3,0.4,2.6,2.13,107,72,577,1963,7,0,1984,2,29
1588,3,0,0,0,0,0,0,0,0,55,440,FALSE,8,2.1,5.2,1.98,104,72,324,1967,1,0,1988,2,35
1589,6,0,0,0,0,0,0,0,0,67,363,FALSE,5.4,0.7,0,1.85,79,72,234,1922,2,0,-1,-1,-1
1590,6,14,3,3,1,6,2,0,1,438,3257,FALSE,7.4,1.4,3,1.96,95,72,263,1965,9,1,1988,1,13
1591,3,6,0,3,0,2,2,0,0,43,111,FALSE,2.6,0.9,1.5,2.01,93,72,464,1947,2,0,1969,2,17
1592,3,25,20,7,3,9,10,2,3,1278,12331,FALSE,9.6,1.1,7.4,2.06,102,72,416,1963,16,1,1985,1,23
1593,6,0,0,0,0,0,0,0,0,35,154,FALSE,4.4,0.6,1.3,1.96,86,72,395,1999,0,0,-1,-1,-1
1594,6,27,9,8,5,9,8,7,5,830,7204,FALSE,5.5,0.5,1.3,1.98,98,72,380,1987,13,1,2009,2,46
1595,0,0,0,0,0,0,0,0,0,27,25,FALSE,0.9,0.3,0.9,2.01,96,72,230,1982,2,0,-1,-1,-1
1596,3,37,19,13,5,13,9,8,7,758,6577,FALSE,8.5,6.8,7.2,1.98,104,72,331,1990,10,12,2012,2,35
1597,0,0,0,0,0,0,0,0,0,52,159,FALSE,3.1,0.8,0.7,1.93,84,72,599,1991,2,0,2013,2,46
1598,7,21,12,3,3,7,3,5,2,658,6412,FALSE,9.7,0.9,2.5,2.01,93,72,377,1986,13,0,2005,1,18
1599,4,15,11,3,2,6,4,3,2,544,4208,FALSE,6.4,0.9,3.6,2.06,103,72,5,1990,8,0,-1,-1,-1
1600,6,0,0,0,0,0,0,0,0,143,2840,FALSE,22.1,3.7,3.7,1.93,84,72,362,2002,1,2,2021,1,2
1601,6,3,5,2,7,1,1,1,0,186,942,FALSE,5.2,0.7,2.8,1.96,93,72,450,1993,3,0,-1,-1,-1
1602,3,27,10,5,3,9,11,7,3,1107,13732,FALSE,7.8,1.2,2.6,2.03,107,72,216,1986,14,1,2007,1,5
1603,3,17,0,2,0,8,4,0,0,1057,12281,FALSE,11.6,1.4,8.6,1.96,91,72,331,1933,14,0,1959,1,5
1604,6,12,3,6,2,4,1,3,0,166,966,FALSE,9.1,1.7,3,2.01,91,3,19,2000,2,0,2020,1,18
1606,6,0,0,0,0,0,0,0,0,60,265,FALSE,4.4,0.3,1.7,1.98,95,72,605,1964,2,0,1985,1,12
1607,3,5,0,2,0,2,1,0,0,360,1863,FALSE,5.2,0.7,6.4,2.01,95,72,352,1947,6,0,1969,3,33
1608,0,0,0,0,0,0,0,0,0,148,423,FALSE,2.9,1.2,0.5,1.85,84,72,217,1970,5,0,1992,2,39
1610,1,20,10,3,3,9,6,0,5,245,2062,FALSE,8.4,1.4,5.4,2.08,91,72,301,1951,4,0,1973,1,4
1611,6,32,10,16,4,12,8,2,1,946,8870,FALSE,9.4,5.5,1.9,1.83,77,72,330,1954,14,1,1977,1,16
1612,6,0,0,0,0,0,0,0,0,84,352,FALSE,4.2,0.5,1,1.96,95,72,261,1970,3,0,1991,2,41
1613,6,26,0,13,0,10,6,0,0,504,4636,FALSE,9.2,3.3,4.3,1.88,84,72,164,1933,9,0,1956,1,1
1614,3,17,12,3,1,7,3,0,2,679,5080,FALSE,7.5,0.9,6.1,2.06,100,72,578,1961,10,0,1983,1,5
1615,3,0,0,0,0,0,0,0,0,153,705,FALSE,4.6,0.6,2,2.01,100,72,256,1953,3,0,1975,2,30
1616,6,0,0,0,0,0,0,0,0,17,27,FALSE,1.6,0.6,0.6,1.83,80,72,196,1986,1,0,2007,2,52
1617,6,0,0,0,0,0,0,0,0,59,232,FALSE,3.9,2.4,1.2,1.88,84,72,500,1956,1,0,1978,2,35
1618,6,17,4,6,2,7,6,3,1,731,6059,FALSE,8.3,1.4,1.8,1.91,93,72,155,1981,12,0,2003,2,41
1619,3,0,0,0,0,0,0,0,0,253,1541,FALSE,6.1,0.7,2.4,2.11,103,72,539,1988,6,0,2008,1,28
1620,0,0,0,0,0,0,0,0,0,131,326,FALSE,2.5,1.2,1.5,1.93,94,72,302,1982,4,0,2005,2,53
1621,3,0,0,0,0,0,0,0,0,25,122,FALSE,4.9,0.4,3.3,1.96,88,72,317,1941,2,0,1963,3,24
1622,3,24,13,3,4,11,5,0,3,823,8428,FALSE,10.2,2,7.9,2.06,101,72,577,1957,12,1,1979,1,2
1623,6,40,0,9,0,17,14,0,0,1122,21586,TRUE,19.2,4,5,1.88,79,72,315,1936,15,9,1958,2,13
1624,6,0,0,0,0,0,0,0,0,41,167,FALSE,4.1,1.3,0.7,1.88,79,72,543,1979,2,0,-1,-1,-1
1625,3,10,0,2,0,5,3,0,0,296,2905,FALSE,9.8,1.5,7,2.01,102,72,488,1945,5,1,1968,1,8
1626,3,0,0,0,0,0,0,0,0,25,136,FALSE,5.4,0.6,3.9,2.03,93,72,637,1958,2,0,1981,2,41
1629,6,41,7,6,2,15,11,4,3,672,7364,FALSE,11,1.9,2.4,1.96,95,72,274,1953,10,1,1975,1,18
1630,3,0,0,0,0,0,0,0,0,72,639,FALSE,8.9,1,2.1,1.98,100,72,163,2003,0,0,2022,1,16
1631,7,15,9,4,4,7,2,1,1,477,1919,FALSE,4,1.4,3.2,1.96,104,72,479,1974,10,1,-1,-1,-1
1632,3,35,19,13,4,15,10,4,4,765,14513,FALSE,4.1,1.5,3.8,2.06,113,72,407,1989,12,20,2009,1,1
1633,0,0,0,0,0,0,0,0,0,303,2171,FALSE,7.2,0.8,5.8,2.06,101,72,479,1982,5,1,2001,1,7
1634,3,6,0,2,1,3,0,0,1,36,145,FALSE,4,0.7,2.9,2.01,86,72,249,1952,1,0,1977,4,71
1635,3,12,0,7,2,4,4,0,2,480,2443,FALSE,5.1,2.3,5.5,2.06,93,72,626,1954,7,0,1976,5,74
1637,6,28,10,8,4,11,7,4,2,765,12391,FALSE,16.2,2.1,3.3,1.93,86,72,304,1958,10,4,1980,1,2
1639,6,5,5,2,3,1,4,1,1,117,1074,FALSE,11.3,2.1,3.2,1.96,95,72,241,2000,1,0,2021,1,25
1641,6,0,0,0,0,0,0,0,0,21,61,FALSE,2.9,0,0,1.85,84,72,71,1919,1,0,-1,-1,-1
1642,6,0,0,0,0,0,0,0,0,26,309,FALSE,11.9,2.7,3.3,1.8,82,72,163,1930,1,0,1952,1,3
1643,3,26,14,7,5,12,11,0,3,513,4567,FALSE,8.9,2.9,4.4,1.98,91,72,297,1953,8,1,1975,2,25
1644,6,0,0,0,0,0,0,0,0,11,14,FALSE,1.3,0.4,0.4,1.93,98,72,308,1940,1,0,1962,4,28
1645,1,40,0,0,0,15,14,0,0,130,2925,FALSE,22.5,2.4,10.7,2.01,99,72,274,1926,2,2,1949,1,2
1646,6,0,0,0,0,0,0,0,0,12,52,FALSE,4.3,0.8,1.4,1.91,84,72,383,1979,1,0,-1,-1,-1
1647,6,27,6,8,6,11,11,1,2,693,5124,FALSE,7.4,2,2.6,1.98,95,72,544,1955,9,1,1977,1,11
1648,3,9,0,2,0,3,3,0,0,129,413,FALSE,3.2,0.3,2.3,1.96,100,72,215,1937,4,0,1959,2,14
1649,1,10,4,1,2,4,5,0,1,150,693,FALSE,4.6,1,3.8,2.18,118,72,607,1958,4,0,1981,3,61
1650,6,0,0,0,0,0,0,0,0,44,173,FALSE,3.9,1,1.7,1.98,91,58,193,1995,2,0,-1,-1,-1
1651,6,32,0,12,0,12,14,0,0,848,14676,TRUE,17.3,5,5,1.93,88,72,261,1932,13,4,1954,2,17
1652,3,27,10,5,4,10,5,3,3,763,9895,FALSE,13,2.8,7.3,2.08,113,72,383,1969,14,1,1992,1,6
1653,1,0,0,0,0,0,0,0,0,22,60,FALSE,2.7,0.5,2.8,2.08,102,17,98,1968,2,0,-1,-1,-1
1654,1,2,1,0,0,1,0,0,1,64,98,FALSE,1.5,0.3,1.5,2.08,116,72,339,1969,2,0,-1,-1,-1
1655,3,0,0,0,0,0,0,0,0,84,893,FALSE,10.6,0.8,0,1.93,86,72,60,1923,2,0,-1,-1,-1
1657,3,4,0,4,0,1,2,0,0,57,214,FALSE,3.8,1.7,0,1.96,91,72,517,1925,1,0,-1,-1,-1
1658,6,18,1,5,1,8,5,0,1,735,4285,FALSE,5.8,3,2,1.98,79,72,517,1944,10,0,1966,1,9
1660,6,2,1,1,0,1,2,0,0,47,137,FALSE,2.9,1.5,1.1,1.91,86,43,84,1988,4,0,-1,-1,-1
1661,0,0,0,0,0,0,0,0,0,53,165,FALSE,3.1,0.9,1,1.85,76,72,596,1997,3,0,2019,2,55
1662,6,0,0,0,0,0,0,0,0,80,442,FALSE,5.5,1.8,1,1.88,84,72,256,1978,4,0,2000,2,32
1663,1,0,0,0,0,0,0,0,0,46,70,FALSE,1.5,0.1,1.5,2.21,138,60,652,1985,3,0,2004,2,46
1664,3,29,13,2,1,11,4,5,1,210,2620,FALSE,11.2,0.9,4.5,2.03,104,38,222,1998,3,1,2019,1,9
1666,1,5,5,1,0,2,5,0,2,151,339,FALSE,2.2,0.3,2.5,2.18,120,33,467,1985,6,0,-1,-1,-1
1667,6,0,0,0,0,0,0,0,0,50,213,FALSE,4.3,1.8,1.1,1.91,82,72,187,1966,2,0,1989,2,45
1668,3,40,0,9,0,17,17,0,0,745,13447,TRUE,18,3,6.9,1.93,95,72,274,1931,10,3,1953,-1,-1
1671,1,0,0,0,0,0,0,0,0,10,10,FALSE,1,0.1,0,2.08,109,72,383,1925,1,0,-1,-1,-1
1672,6,0,0,0,0,0,0,0,0,42,91,FALSE,2.2,1,1,1.85,77,72,62,1945,2,0,1968,5,52
1673,3,27,0,7,2,12,13,0,1,776,11505,FALSE,14.8,1.6,10.3,2.01,102,72,374,1942,11,0,1964,4,33
1674,3,0,0,0,0,0,0,0,0,47,273,FALSE,5.8,0.4,3.8,2.01,82,72,331,1951,1,0,1975,4,64
1675,6,0,0,0,0,0,0,0,0,62,149,FALSE,2.4,0.5,1.2,1.98,100,72,415,1987,3,0,2008,2,48
1676,5,5,0,0,1,2,0,1,0,111,664,FALSE,6,0.5,2.4,1.98,104,72,380,1992,3,0,2014,1,26
1677,0,8,3,2,1,4,2,0,1,89,311,FALSE,3.5,0.2,1.5,2.08,104,72,544,1980,4,0,2002,1,13
1678,1,25,0,3,0,8,10,0,0,303,2671,FALSE,8.8,1.4,7.9,2.06,102,72,616,1919,5,1,-1,-1,-1
1679,1,15,0,3,0,7,6,0,0,143,786,FALSE,5.5,0.4,6.6,2.21,107,72,416,1933,2,0,1956,-1,-1
1680,6,10,0,0,0,3,4,0,0,142,1297,FALSE,9.1,3,1.9,1.85,77,72,474,1918,3,0,-1,-1,-1
1681,0,5,3,1,0,2,2,0,1,341,1180,FALSE,3.5,0.2,2.7,2.08,109,72,577,1964,9,0,1987,4,79
1682,6,0,0,0,0,0,0,0,0,191,3094,FALSE,20.7,10.4,3.7,1.96,84,72,263,2000,2,4,2020,1,12
1683,6,22,0,6,0,11,2,0,0,170,1136,FALSE,6.7,1.8,3.4,1.96,90,72,584,1945,4,0,1968,1,14
1684,6,0,0,0,0,0,0,0,0,11,20,FALSE,1.8,1.2,0.6,1.96,98,72,596,1995,2,0,2018,2,53
1685,0,3,3,0,0,1,1,0,1,22,112,FALSE,5.1,0.7,4.5,2.08,104,72,5,1997,2,0,-1,-1,-1
1687,3,0,0,0,0,0,0,0,0,21,86,FALSE,4.1,1.3,2.8,2.06,86,72,351,2000,2,0,-1,-1,-1
1690,6,0,0,0,0,0,0,0,0,92,562,FALSE,6.1,1.3,1.6,1.96,88,72,161,1949,2,0,1971,3,39
1691,5,9,8,3,1,4,4,0,4,417,1139,FALSE,2.7,0.5,2.3,2.01,109,72,554,1973,9,0,-1,-1,-1
1692,1,0,0,0,0,0,0,0,0,35,76,FALSE,2.2,0.2,1.7,2.13,111,72,544,1973,1,0,1996,2,38
1693,6,0,0,0,0,0,0,0,0,14,25,FALSE,1.8,1.2,0,1.83,82,72,208,1919,1,0,-1,-1,-1
1694,0,0,0,0,0,0,0,0,0,25,69,FALSE,2.8,1.2,2.1,2.01,88,72,133,1995,3,0,2016,2,56
1695,3,2,0,1,0,1,0,0,0,69,197,FALSE,2.9,0.6,1.5,2.03,95,72,20,1944,2,0,-1,-1,-1
1696,7,2,0,0,1,1,0,0,0,151,890,FALSE,5.9,0.8,2.8,2.01,100,72,557,1990,6,0,2011,1,26
1697,1,0,0,0,0,0,0,0,0,113,687,FALSE,6.1,0.8,3.6,2.13,116,72,300,1990,4,0,2012,2,45
1698,6,0,0,0,0,0,0,0,0,48,289,FALSE,6,1.7,0,1.85,85,72,256,1921,1,0,-1,-1,-1
1699,6,40,10,12,4,15,16,3,2,921,15708,FALSE,17.1,3.4,3.1,2.01,88,72,133,1978,15,2,1999,1,7
1700,6,0,0,0,0,0,0,0,0,73,336,FALSE,4.6,2.6,1.5,1.88,82,72,577,1957,2,0,1979,1,10
1701,3,12,0,0,0,6,2,0,0,82,368,FALSE,4.5,0.5,3.4,1.98,86,72,352,1935,2,0,1958,2,8
1703,1,0,0,0,0,0,0,0,0,33,107,FALSE,3.2,0.5,3.4,2.18,150,72,437,1975,3,0,-1,-1,-1
1704,0,0,0,0,0,0,0,0,0,134,585,FALSE,4.4,0.2,3.5,2.11,115,72,515,1975,6,0,-1,-1,-1
1707,1,0,0,0,0,0,0,0,0,22,48,FALSE,2.2,0.2,1.6,2.13,118,72,448,1992,2,0,2016,2,46
1708,6,0,0,0,0,0,0,0,0,162,1145,FALSE,6.4,1.1,1.9,1.93,79,72,375,2001,2,1,2020,1,24
1709,3,4,3,1,1,2,0,0,1,133,467,FALSE,3.5,0.7,1.3,2.01,93,72,271,1971,3,0,1994,2,38
1710,1,0,0,0,0,0,0,0,0,38,163,FALSE,4.3,0.5,3.2,2.08,109,72,626,1973,3,0,-1,-1,-1
1711,6,3,0,0,0,1,1,0,0,80,394,FALSE,4.9,0.3,0,1.85,79,72,410,1922,2,0,-1,-1,-1
1712,3,4,1,0,0,1,2,0,0,31,122,FALSE,3.9,0.2,1.8,2.03,88,72,427,1951,2,0,1973,2,35
1714,3,18,0,7,0,8,7,0,0,516,3078,FALSE,6,1.7,4.5,2.01,95,72,501,1923,8,0,1948,-1,-1
1715,3,0,0,0,0,0,0,0,0,18,33,FALSE,1.8,0.6,1.7,2.01,91,72,306,1929,1,0,-1,-1,-1
1716,6,0,0,0,0,0,0,0,0,80,556,FALSE,7,2.6,2.2,1.88,95,72,298,1931,2,0,-1,-1,-1
1717,6,0,2,2,0,0,0,0,1,28,57,FALSE,2,0.8,0.6,1.91,92,72,401,1987,2,0,-1,-1,-1
1719,6,25,9,7,2,10,8,3,2,575,3952,FALSE,6.9,1.6,2.2,1.98,86,72,262,1961,9,1,1983,3,54
1720,6,0,0,0,0,0,0,0,0,112,588,FALSE,5.3,0.8,2.2,1.93,93,72,300,1952,3,0,1975,2,31
1721,1,0,0,0,0,0,0,0,0,15,76,FALSE,5.1,0.9,3.9,2.08,102,72,607,1954,1,0,1977,7,151
1722,7,0,0,0,0,0,0,0,0,41,123,FALSE,3,0.5,1.7,1.98,93,72,67,1978,2,0,2003,2,37
1724,3,21,9,7,3,7,7,2,2,748,5414,FALSE,7.2,2.8,2.8,2.01,84,72,401,1957,10,1,1980,1,20
1725,3,0,0,0,0,0,0,0,0,70,253,FALSE,3.6,0.5,2.8,2.01,111,72,401,1988,3,0,2010,2,52
1726,0,42,12,15,5,16,13,5,3,704,10684,FALSE,15.2,5,4.5,2.01,98,72,324,1971,14,10,1993,1,3
1727,0,38,8,20,8,15,9,6,2,867,15373,TRUE,17.7,8.2,3.3,1.83,88,72,558,1966,14,13,1989,1,14
1728,7,28,7,5,2,9,7,6,1,657,9168,FALSE,14.4,1.8,3.5,1.96,93,72,330,1992,9,1,2013,1,24
1729,6,45,13,18,7,15,18,7,4,1000,24693,FALSE,21,10.7,6.1,1.96,100,72,20,1989,13,58,2009,1,3
1730,1,0,0,0,0,0,0,0,0,205,1839,FALSE,9,1.7,9.1,2.13,113,72,171,1942,4,0,1963,6,48
1731,3,4,0,1,0,2,1,0,0,164,1198,FALSE,7.3,0.6,5.7,2.03,102,72,224,1938,3,0,1962,3,19
1732,6,0,0,0,0,0,0,0,0,60,193,FALSE,3.2,0.4,0.9,1.98,88,72,330,1957,2,0,-1,-1,-1
1733,6,0,0,0,0,0,0,0,0,48,420,FALSE,8.8,1.4,1.9,1.91,90,72,362,2002,0,0,2022,2,37
1734,3,0,0,0,0,0,0,0,0,249,1410,FALSE,5.7,1.3,5.3,2.03,100,72,471,1956,4,0,1978,1,11
1735,6,21,0,2,0,7,9,0,0,74,710,FALSE,9.6,1.5,2.1,1.88,82,72,557,1920,2,0,-1,-1,-1
1736,5,19,10,4,2,7,5,4,4,621,4259,FALSE,6.9,0.9,3.5,2.01,100,72,515,1993,11,0,2012,1,15
1738,6,0,0,0,0,0,0,0,0,26,106,FALSE,4.1,1.4,0.6,1.85,84,72,488,1946,1,0,1968,1,13
1739,6,0,0,0,0,0,0,0,0,10,46,FALSE,4.6,1.2,2.3,1.93,86,72,304,1969,1,0,-1,-1,-1
1740,6,35,8,16,7,12,9,7,1,1199,16006,FALSE,13.3,5.5,2.4,1.93,93,72,251,1961,16,2,1983,1,11
1741,6,0,0,0,0,0,0,0,0,16,42,FALSE,2.6,0.9,0.3,1.78,79,72,28,1997,4,0,-1,-1,-1
1742,0,0,0,0,0,0,0,0,0,22,45,FALSE,2,0.2,0.8,2.08,102,72,457,1989,3,0,2011,2,32
1743,1,3,1,0,0,1,1,0,0,123,613,FALSE,5,0.6,3.5,2.08,88,72,387,1957,2,0,1980,3,56
1744,6,31,12,9,6,12,7,3,4,1009,13910,FALSE,13.8,3.9,4.3,1.98,98,72,329,1964,15,6,1986,1,8
1746,3,21,10,3,3,8,7,1,1,665,7645,FALSE,11.5,1.4,5.1,2.01,104,72,220,1976,12,1,1998,1,15
1747,4,26,11,4,2,11,7,1,3,515,6220,FALSE,5.6,0.6,2.8,2.01,109,72,304,1994,7,1,2015,2,32
1748,4,4,3,0,0,2,2,0,0,75,265,FALSE,3.5,0.3,3,2.08,125,72,274,1989,4,0,2011,2,45
1749,6,0,0,0,0,0,0,0,0,19,30,FALSE,1.6,0.6,0.4,1.96,91,72,28,1980,2,0,-1,-1,-1
1750,3,24,13,3,5,9,7,4,3,981,13237,FALSE,13.5,1.7,5.6,2.06,111,72,524,1980,16,1,1998,1,25
1751,6,0,0,0,0,0,0,0,0,140,733,FALSE,5.2,3.1,2.7,1.93,86,72,634,1980,4,0,-1,-1,-1
1752,4,12,9,1,3,5,4,0,1,709,5212,FALSE,7.4,0.6,4.4,2.06,107,72,216,1974,13,0,1996,2,30
1753,6,12,0,5,0,6,0,0,0,238,2171,FALSE,9.1,2.7,2.4,1.93,84,72,530,1947,4,1,1968,2,16
1754,3,0,0,0,0,0,0,0,0,11,5,FALSE,0.5,0.1,0.7,2.08,91,72,597,1950,1,0,1974,4,63
1755,3,16,0,4,0,6,6,0,0,325,2209,FALSE,6.8,1.5,6.9,2.01,88,72,410,1927,5,0,1949,1,3
1756,6,0,0,0,0,0,0,0,0,41,101,FALSE,2.5,1.1,1.1,1.91,86,72,147,1933,1,0,-1,-1,-1
1757,6,30,7,9,5,12,10,3,2,985,10597,FALSE,10.8,3.9,2.2,1.91,84,72,637,1983,16,3,2004,1,5
1759,6,23,6,7,4,10,6,4,2,516,5923,FALSE,8.3,1.2,2,1.93,95,72,331,1994,8,0,2014,1,19
1760,0,0,0,0,0,0,0,0,0,13,96,FALSE,7.4,1.3,1.4,1.96,88,72,367,1998,2,0,2020,2,59
1761,7,25,14,6,2,9,4,7,1,488,5146,FALSE,7.6,1.4,2.2,1.98,100,72,596,1991,8,0,2014,2,33
1762,6,0,0,0,0,0,0,0,0,34,141,FALSE,4.1,0.5,2.1,1.98,98,72,533,1997,0,0,-1,-1,-1
1763,0,24,7,6,3,10,7,2,1,800,5784,FALSE,7.2,1.4,2.3,1.96,93,72,297,1970,12,1,1993,2,28
1764,6,0,0,0,0,0,0,0,0,93,575,FALSE,6.2,1.4,2.7,1.96,84,72,330,1989,5,0,-1,-1,-1
1765,0,2,2,0,0,1,1,0,0,54,183,FALSE,3.4,0.2,2.1,1.98,110,72,456,1983,4,0,-1,-1,-1
1766,6,12,3,2,2,6,4,0,1,207,1440,FALSE,7,1.1,1.8,1.96,88,72,575,1963,5,0,1985,1,19
1767,6,3,2,0,0,1,3,0,0,42,95,FALSE,2.3,0.8,1.8,1.93,86,72,410,1987,3,0,-1,-1,-1
1768,3,37,16,8,4,15,8,6,3,827,13398,FALSE,14.7,2.5,5.7,2.01,103,72,544,1992,11,4,2011,1,19
1769,6,0,0,0,0,0,0,0,0,14,68,FALSE,4.9,0.6,0.8,1.91,86,72,373,1967,3,0,-1,-1,-1
1770,6,0,1,0,0,0,0,0,0,35,79,FALSE,2.3,0.5,1.2,1.98,95,72,274,1994,3,0,-1,-1,-1
1771,0,10,3,6,1,4,3,2,1,145,1012,FALSE,7,2.8,2,1.98,97,72,274,1994,4,0,2015,2,44
1772,6,16,0,5,0,7,5,0,0,615,4418,FALSE,7.2,2.7,2.5,1.85,86,72,330,1927,9,0,1949,-1,-1
1773,1,10,3,0,1,2,6,0,1,189,949,FALSE,5,0.2,2.9,2.13,127,72,129,1982,5,0,2004,1,29
1774,6,3,3,3,2,1,2,1,2,180,956,FALSE,8.8,6,4.4,1.93,88,72,575,1993,5,0,-1,-1,-1
1775,0,6,2,3,2,3,2,0,1,341,1623,FALSE,4.8,2.3,1.7,1.91,82,72,539,1978,10,0,2000,2,49
1776,6,19,12,4,2,8,4,2,1,372,3661,FALSE,9.8,3.8,7.8,1.93,98,72,595,1995,5,0,2017,1,30
1777,2,8,8,5,2,3,4,0,2,247,1365,FALSE,5,1.2,6.5,2.13,113,29,654,1998,4,0,2017,2,43
1778,4,0,4,0,0,0,0,0,0,187,553,FALSE,3,0.3,2.3,2.11,113,72,432,1970,8,0,-1,-1,-1
1779,0,0,0,0,0,0,0,0,0,205,1150,FALSE,5.6,0.8,4,2.03,100,72,196,1980,6,0,2000,1,22
1781,3,0,0,0,0,0,0,0,0,27,55,FALSE,2,0.2,2,2.11,113,72,416,1970,1,0,1993,1,14
1782,6,29,4,13,0,12,10,0,1,681,8743,FALSE,12.8,3.5,3.1,1.91,88,72,625,1943,9,0,1967,1,3
1783,3,20,19,4,3,8,9,0,2,879,6586,FALSE,3.9,0,1.6,2.01,107,72,196,1980,19,1,-1,-1,-1
1784,5,17,5,5,5,8,2,1,2,644,3741,FALSE,5.8,1.8,2.8,1.96,103,72,34,1979,10,1,2001,2,29
1785,6,4,0,1,0,1,2,0,0,91,405,FALSE,4.5,2,1.1,1.78,82,72,401,1921,2,0,-1,-1,-1
1786,6,6,1,1,1,3,0,0,0,292,1723,FALSE,5.9,1.3,1.1,1.96,82,72,446,1955,6,0,1977,3,52
1787,3,10,4,2,2,4,4,1,1,578,1647,FALSE,2.8,0.5,2.2,2.08,107,72,21,1960,11,0,1982,2,29
1788,3,2,1,0,1,1,0,0,0,27,32,FALSE,1.2,0.3,1,2.06,110,72,256,1979,3,0,2001,1,16
1789,6,4,0,1,0,2,1,0,0,225,1244,FALSE,5.5,1.4,2.4,1.91,88,72,274,1936,4,0,1958,2,9
1790,3,8,3,2,0,3,2,2,1,106,577,FALSE,6.4,0.9,2.6,2.01,98,72,596,1997,1,0,-1,-1,-1
1791,3,54,12,15,6,24,14,0,1,1270,26395,TRUE,20.8,4.8,6.3,1.96,92,72,405,1940,16,22,1962,1,7
1792,4,22,14,4,1,9,6,2,3,684,5932,FALSE,8.7,1.9,5.7,2.16,111,72,607,1988,11,0,2007,1,10
1793,1,20,8,7,1,9,7,1,1,688,5768,FALSE,8.4,1.9,6.2,2.06,100,72,607,1950,10,0,1972,2,24
1794,3,34,0,9,2,11,12,0,1,499,8233,TRUE,16.5,4.1,8,2.03,95,72,262,1942,7,2,-1,-1,-1
1795,6,39,10,8,6,14,15,5,4,983,14470,FALSE,14.7,2.9,3.6,1.91,91,72,63,1966,13,3,1988,1,6
1796,3,0,0,0,0,0,0,0,0,58,134,FALSE,2.3,0.8,1.3,2.01,93,72,297,1973,2,0,-1,-1,-1
1797,3,0,0,0,0,0,0,0,0,39,152,FALSE,3.9,1.3,0,1.91,93,72,544,1924,1,0,1948,-1,-1
1799,6,6,0,1,0,2,2,0,0,103,1313,FALSE,12.7,1.5,2.3,1.93,86,72,252,1954,4,0,1975,3,51
1800,3,25,0,4,0,12,5,0,0,764,6672,FALSE,8.7,1.1,6,1.96,95,72,401,1936,10,0,1959,1,3
1801,6,4,4,2,2,2,2,0,1,162,882,FALSE,5.4,0.7,2.1,1.93,86,72,502,1951,3,0,1973,7,118
1802,0,12,12,2,5,5,2,0,2,644,2410,FALSE,3.7,1.2,5,1.98,109,72,274,1983,11,0,-1,-1,-1
1803,3,46,23,6,6,19,12,0,8,1303,27313,TRUE,21,1.8,12.5,2.06,107,72,241,1945,16,11,1968,1,1
1804,3,18,4,2,2,6,4,3,1,427,3553,FALSE,8.3,1.1,3.1,2.03,103,72,217,1981,8,1,2003,1,10
1805,2,9,6,1,0,4,2,0,2,241,1808,FALSE,5,0.7,2.8,2.13,100,72,549,2000,3,0,2019,1,8
1806,6,0,0,0,0,0,0,0,0,168,1415,FALSE,10.3,6.2,2.9,1.96,88,26,451,2001,2,0,2020,1,7
1808,1,2,1,0,0,1,0,0,0,212,545,FALSE,2.6,0.4,2.5,2.13,93,72,249,1955,5,0,1977,4,76
1809,3,40,10,6,4,13,13,4,2,784,12187,FALSE,14.7,4.1,4.3,2.01,102,72,77,1990,12,1,2010,1,9
1810,0,2,2,0,0,1,0,0,0,72,207,FALSE,2.9,0.5,1.3,1.98,102,72,314,1986,4,0,2010,1,30
1811,1,18,15,3,3,8,6,0,5,816,5538,FALSE,6.8,0.5,6,2.13,119,72,380,1979,13,1,2001,1,20
1812,3,28,6,5,1,13,12,0,5,760,14592,TRUE,19.2,1.8,9.3,2.03,102,72,155,1949,12,6,1971,2,30
1814,6,34,0,13,0,15,12,0,0,724,9087,FALSE,12.6,4.9,3,1.88,84,72,577,1942,10,1,1964,-1,-1
1815,0,8,4,4,1,3,1,2,1,348,2842,FALSE,8.2,2.1,2.4,1.91,84,72,251,1982,6,1,2005,1,24
1816,0,6,0,1,0,2,0,2,0,49,97,FALSE,2,0.8,0.4,1.83,82,3,538,1970,2,4,-1,-1,-1
1817,6,0,0,1,0,0,0,0,0,14,28,FALSE,2,0.4,0.3,1.88,82,72,1,1946,1,0,1969,19,215
1818,3,24,18,5,4,11,9,0,6,787,6828,FALSE,8.7,1.6,7.5,1.98,99,72,407,1948,11,0,1970,3,40
